,Month,School,Grade,Regular Program,Bilingual Served,Spec. Ed. Served,Male,Female,Non-Binary,Total Student Count,P223 Total Count,P223 Total FTE
7,2019-09,Jane Addams,7,251.0,26.0,49.0,162.0,152.0,0.0,314.0,314.0,313.93
8,2019-09,Jane Addams,8,253.0,26.0,45.0,175.0,139.0,0.0,314.0,314.0,313.53
5,2019-09,John Muir,State FDK,42.0,19.0,1.0,33.0,29.0,0.0,62.0,62.0,62.0
6,2019-09,John Muir,1,39.0,18.0,6.0,28.0,31.0,0.0,59.0,59.0,59.0
7,2019-09,John Muir,2,30.0,17.0,3.0,29.0,19.0,0.0,48.0,48.0,48.0
8,2019-09,John Muir,3,28.0,23.0,9.0,28.0,31.0,0.0,59.0,59.0,59.0
9,2019-09,John Muir,4,36.0,9.0,2.0,17.0,30.0,0.0,47.0,47.0,47.0
10,2019-09,John Muir,5,32.0,17.0,9.0,24.0,29.0,0.0,53.0,53.0,53.0
5,2019-09,John Rogers,State FDK,51.0,7.0,5.0,27.0,35.0,0.0,62.0,62.0,62.0
6,2019-09,John Rogers,1,44.0,10.0,3.0,25.0,30.0,0.0,55.0,55.0,55.0
7,2019-09,John Rogers,2,29.0,9.0,6.0,26.0,18.0,0.0,44.0,44.0,44.0
8,2019-09,John Rogers,3,42.0,6.0,4.0,26.0,25.0,0.0,51.0,51.0,51.0
9,2019-09,John Rogers,4,41.0,1.0,10.0,34.0,18.0,0.0,52.0,52.0,52.0
10,2019-09,John Rogers,5,43.0,14.0,9.0,42.0,23.0,0.0,65.0,65.0,65.0
4,2019-09,K-8 STEM,Preschool,13.0,0.0,0.0,10.0,3.0,0.0,13.0,0.0,0.0
5,2019-09,K-8 STEM,State FDK,45.0,2.0,7.0,27.0,27.0,0.0,54.0,54.0,54.0
6,2019-09,K-8 STEM,1,41.0,9.0,5.0,23.0,30.0,0.0,53.0,53.0,53.0
7,2019-09,K-8 STEM,2,37.0,8.0,7.0,28.0,23.0,0.0,51.0,51.0,51.0
8,2019-09,K-8 STEM,3,43.0,4.0,6.0,30.0,22.0,0.0,52.0,52.0,52.0
9,2019-09,K-8 STEM,4,41.0,6.0,10.0,23.0,33.0,0.0,56.0,56.0,56.0
10,2019-09,K-8 STEM,5,38.0,4.0,13.0,40.0,14.0,0.0,54.0,54.0,54.0
11,2019-09,K-8 STEM,6,65.0,8.0,17.0,60.0,28.0,0.0,88.0,88.0,88.0
12,2019-09,K-8 STEM,7,58.0,5.0,19.0,43.0,37.0,0.0,80.0,80.0,36.05
13,2019-09,K-8 STEM,8,51.0,5.0,4.0,31.0,28.0,1.0,60.0,60.0,25.34
5,2019-09,Kimball,State FDK,52.0,21.0,6.0,33.0,45.0,0.0,78.0,78.0,78.0
6,2019-09,Kimball,1,47.0,19.0,6.0,34.0,36.0,0.0,70.0,70.0,70.0
7,2019-09,Kimball,2,41.0,23.0,12.0,43.0,28.0,0.0,71.0,71.0,71.0
8,2019-09,Kimball,3,33.0,23.0,15.0,32.0,34.0,0.0,66.0,66.0,66.0
9,2019-09,Kimball,4,47.0,17.0,10.0,36.0,34.0,0.0,70.0,70.0,70.0
10,2019-09,Kimball,5,63.0,11.0,7.0,35.0,44.0,0.0,79.0,79.0,79.0
7,2019-09,LCS Open Doors Program,11,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0
8,2019-09,LCS Open Doors Program,12,60.0,4.0,13.0,36.0,40.0,0.0,76.0,0.0,0.0
4,2019-09,Lafayette,Preschool,1.0,0.0,11.0,8.0,4.0,0.0,12.0,0.0,0.0
5,2019-09,Lafayette,State FDK,69.0,3.0,4.0,41.0,35.0,0.0,76.0,76.0,76.0
6,2019-09,Lafayette,1,68.0,2.0,10.0,53.0,27.0,0.0,80.0,80.0,80.0
7,2019-09,Lafayette,2,66.0,3.0,8.0,36.0,41.0,0.0,77.0,77.0,77.0
8,2019-09,Lafayette,3,64.0,5.0,7.0,32.0,44.0,0.0,76.0,76.0,76.0
9,2019-09,Lafayette,4,43.0,1.0,8.0,25.0,26.0,1.0,52.0,52.0,52.0
10,2019-09,Lafayette,5,46.0,2.0,12.0,32.0,28.0,0.0,60.0,60.0,60.0
5,2019-09,Laurelhurst,State FDK,37.0,2.0,3.0,20.0,22.0,0.0,42.0,42.0,42.0
6,2019-09,Laurelhurst,1,55.0,6.0,3.0,30.0,34.0,0.0,64.0,64.0,64.0
7,2019-09,Laurelhurst,2,46.0,4.0,3.0,32.0,20.0,0.0,52.0,52.0,52.0
8,2019-09,Laurelhurst,3,36.0,3.0,2.0,16.0,25.0,0.0,41.0,41.0,41.0
9,2019-09,Laurelhurst,4,34.0,5.0,10.0,23.0,26.0,0.0,49.0,49.0,49.0
10,2019-09,Laurelhurst,5,45.0,2.0,8.0,25.0,29.0,0.0,54.0,54.0,54.0
5,2019-09,Lawton,State FDK,74.0,1.0,1.0,43.0,33.0,0.0,76.0,76.0,76.0
6,2019-09,Lawton,1,61.0,6.0,4.0,37.0,34.0,0.0,71.0,71.0,71.0
7,2019-09,Lawton,2,63.0,5.0,1.0,33.0,36.0,0.0,69.0,69.0,69.0
8,2019-09,Lawton,3,48.0,4.0,15.0,33.0,31.0,0.0,64.0,64.0,64.0
9,2019-09,Lawton,4,46.0,0.0,13.0,32.0,27.0,0.0,59.0,59.0,59.0
10,2019-09,Lawton,5,52.0,1.0,17.0,41.0,29.0,0.0,70.0,70.0,70.0
5,2019-09,Leschi,State FDK,62.0,0.0,3.0,32.0,33.0,0.0,65.0,65.0,65.0
6,2019-09,Leschi,1,49.0,12.0,5.0,28.0,37.0,0.0,65.0,65.0,65.0
7,2019-09,Leschi,2,45.0,7.0,12.0,34.0,30.0,0.0,64.0,64.0,64.0
8,2019-09,Leschi,3,47.0,7.0,10.0,33.0,29.0,0.0,62.0,62.0,62.0
9,2019-09,Leschi,4,40.0,7.0,5.0,30.0,22.0,0.0,52.0,52.0,52.0
10,2019-09,Leschi,5,32.0,2.0,8.0,25.0,17.0,0.0,42.0,42.0,42.0
5,2019-09,Licton Springs K-8,State FDK,16.0,5.0,0.0,8.0,13.0,0.0,21.0,21.0,21.0
6,2019-09,Licton Springs K-8,1,10.0,1.0,0.0,6.0,5.0,0.0,11.0,11.0,11.0
7,2019-09,Licton Springs K-8,2,20.0,5.0,2.0,13.0,14.0,0.0,27.0,27.0,27.0
8,2019-09,Licton Springs K-8,3,7.0,3.0,1.0,8.0,3.0,0.0,11.0,11.0,11.0
9,2019-09,Licton Springs K-8,4,15.0,3.0,5.0,7.0,16.0,0.0,23.0,23.0,23.0
10,2019-09,Licton Springs K-8,5,10.0,5.0,9.0,9.0,13.0,0.0,22.0,22.0,22.0
11,2019-09,Licton Springs K-8,6,10.0,1.0,4.0,4.0,11.0,0.0,15.0,15.0,15.0
12,2019-09,Licton Springs K-8,7,6.0,6.0,9.0,9.0,8.0,0.0,17.0,17.0,17.0
13,2019-09,Licton Springs K-8,8,8.0,3.0,4.0,9.0,5.0,0.0,14.0,14.0,14.0
6,2019-09,Lincoln,9,358.0,4.0,37.0,222.0,176.0,1.0,399.0,399.0,398.83
7,2019-09,Lincoln,10,173.0,3.0,16.0,104.0,86.0,0.0,190.0,190.0,189.11
4,2019-09,Lowell,Preschool,5.0,0.0,15.0,13.0,7.0,0.0,20.0,0.0,0.0
5,2019-09,Lowell,State FDK,38.0,6.0,8.0,24.0,27.0,0.0,51.0,51.0,51.0
6,2019-09,Lowell,1,26.0,12.0,12.0,22.0,23.0,1.0,46.0,46.0,46.0
7,2019-09,Lowell,2,38.0,15.0,7.0,24.0,34.0,0.0,58.0,58.0,58.0
8,2019-09,Lowell,3,22.0,10.0,9.0,19.0,21.0,0.0,40.0,40.0,40.0
9,2019-09,Lowell,4,24.0,8.0,10.0,22.0,18.0,0.0,40.0,40.0,40.0
10,2019-09,Lowell,5,24.0,12.0,13.0,24.0,22.0,0.0,46.0,46.0,46.0
5,2019-09,Loyal Heights,State FDK,90.0,2.0,6.0,51.0,47.0,0.0,98.0,98.0,98.0
6,2019-09,Loyal Heights,1,77.0,6.0,6.0,40.0,49.0,0.0,89.0,89.0,89.0
7,2019-09,Loyal Heights,2,58.0,2.0,12.0,34.0,37.0,0.0,71.0,71.0,71.0
8,2019-09,Loyal Heights,3,62.0,1.0,18.0,38.0,42.0,0.0,80.0,80.0,80.0
9,2019-09,Loyal Heights,4,55.0,0.0,9.0,31.0,33.0,0.0,64.0,64.0,64.0
10,2019-09,Loyal Heights,5,50.0,2.0,10.0,29.0,31.0,0.0,60.0,60.0,60.0
6,2019-09,Madison,4 5 6,287.0,6.0,48.0,173.0,164.0,0.0,337.0,337.0,337.0
7,2019-09,Madison,7,297.0,8.0,39.0,178.0,164.0,0.0,342.0,342.0,341.18
8,2019-09,Madison,8,251.0,9.0,39.0,154.0,144.0,0.0,298.0,298.0,297.93
4,2019-09,Madrona K-8,Preschool,2.0,0.0,9.0,9.0,2.0,0.0,11.0,0.0,0.0
5,2019-09,Madrona K-8,State FDK,44.0,4.0,1.0,27.0,22.0,0.0,49.0,49.0,49.0
6,2019-09,Madrona K-8,1,37.0,8.0,1.0,21.0,25.0,0.0,46.0,46.0,46.0
7,2019-09,Madrona K-8,2,37.0,6.0,4.0,19.0,27.0,0.0,46.0,46.0,46.0
8,2019-09,Madrona K-8,3,36.0,7.0,4.0,25.0,20.0,1.0,46.0,46.0,46.0
9,2019-09,Madrona K-8,4,26.0,4.0,2.0,16.0,16.0,0.0,32.0,32.0,32.0
10,2019-09,Madrona K-8,5,30.0,4.0,2.0,16.0,19.0,1.0,36.0,36.0,36.0
5,2019-09,Magnolia,State FDK,62.0,7.0,2.0,41.0,29.0,1.0,71.0,71.0,71.0
6,2019-09,Magnolia,1,38.0,6.0,4.0,24.0,22.0,1.0,47.0,47.0,47.0
7,2019-09,Magnolia,2,48.0,1.0,5.0,24.0,30.0,0.0,54.0,54.0,54.0
8,2019-09,Magnolia,3,30.0,6.0,9.0,22.0,23.0,0.0,45.0,45.0,45.0
9,2019-09,Magnolia,4,38.0,2.0,7.0,27.0,19.0,1.0,47.0,47.0,47.0
10,2019-09,Magnolia,5,6.0,1.0,2.0,5.0,4.0,0.0,9.0,9.0,9.0
5,2019-09,Maple,State FDK,44.0,36.0,13.0,54.0,34.0,0.0,88.0,88.0,88.0
6,2019-09,Maple,1,42.0,41.0,4.0,44.0,41.0,0.0,85.0,85.0,85.0
7,2019-09,Maple,2,47.0,34.0,14.0,49.0,37.0,0.0,86.0,86.0,86.0
8,2019-09,Maple,3,51.0,33.0,8.0,50.0,38.0,0.0,88.0,88.0,88.0
9,2019-09,Maple,4,59.0,26.0,13.0,55.0,36.0,0.0,91.0,91.0,91.0
10,2019-09,Maple,5,67.0,17.0,13.0,42.0,53.0,0.0,95.0,95.0,95.0
4,2019-09,Martin Luther King Jr,Preschool,33.0,0.0,11.0,20.0,24.0,0.0,44.0,0.0,0.0
5,2019-09,Martin Luther King Jr,State FDK,23.0,16.0,6.0,18.0,25.0,0.0,43.0,43.0,43.0
6,2019-09,Martin Luther King Jr,1,22.0,22.0,5.0,25.0,22.0,0.0,47.0,47.0,47.0
7,2019-09,Martin Luther King Jr,2,23.0,11.0,3.0,17.0,19.0,0.0,36.0,36.0,36.0
8,2019-09,Martin Luther King Jr,3,31.0,17.0,7.0,29.0,20.0,0.0,49.0,49.0,49.0
9,2019-09,Martin Luther King Jr,4,24.0,13.0,5.0,23.0,18.0,0.0,41.0,41.0,41.0
10,2019-09,Martin Luther King Jr,5,26.0,15.0,10.0,20.0,25.0,0.0,45.0,45.0,45.0
6,2019-09,McClure,4 5 6,140.0,7.0,32.0,84.0,91.0,0.0,175.0,175.0,175.0
7,2019-09,McClure,7,141.0,3.0,33.0,87.0,87.0,0.0,174.0,174.0,173.07
8,2019-09,McClure,8,155.0,4.0,29.0,92.0,94.0,0.0,186.0,186.0,182.62
5,2019-09,McDonald Intl,State FDK,83.0,18.0,1.0,47.0,55.0,0.0,102.0,102.0,102.0
6,2019-09,McDonald Intl,1,76.0,27.0,0.0,47.0,56.0,0.0,103.0,103.0,103.0
7,2019-09,McDonald Intl,2,61.0,10.0,5.0,39.0,36.0,0.0,75.0,75.0,74.52
8,2019-09,McDonald Intl,3,61.0,4.0,8.0,29.0,44.0,0.0,73.0,73.0,73.0
9,2019-09,McDonald Intl,4,49.0,2.0,8.0,28.0,31.0,0.0,59.0,59.0,58.52
10,2019-09,McDonald Intl,5,57.0,0.0,7.0,31.0,33.0,0.0,64.0,64.0,64.0
5,2019-09,McGilvra,State FDK,43.0,0.0,5.0,25.0,23.0,0.0,48.0,48.0,48.0
6,2019-09,McGilvra,1,52.0,1.0,3.0,30.0,26.0,0.0,56.0,56.0,56.0
7,2019-09,McGilvra,2,24.0,0.0,1.0,11.0,14.0,0.0,25.0,25.0,25.0
8,2019-09,McGilvra,3,33.0,1.0,6.0,14.0,26.0,0.0,40.0,40.0,40.0
9,2019-09,McGilvra,4,28.0,0.0,6.0,15.0,19.0,0.0,34.0,34.0,34.0
10,2019-09,McGilvra,5,31.0,0.0,4.0,22.0,13.0,0.0,35.0,35.0,35.0
6,2019-09,Meany,4 5 6,141.0,13.0,28.0,99.0,78.0,1.0,178.0,178.0,178.0
7,2019-09,Meany,7,146.0,4.0,28.0,89.0,87.0,1.0,177.0,177.0,176.93
8,2019-09,Meany,8,131.0,9.0,23.0,85.0,76.0,1.0,162.0,162.0,161.93
6,2019-09,Mercer International,4 5 6,267.0,66.0,44.0,200.0,154.0,0.0,354.0,354.0,354.0
7,2019-09,Mercer International,7,303.0,53.0,46.0,200.0,181.0,0.0,381.0,381.0,380.95
8,2019-09,Mercer International,8,274.0,61.0,44.0,185.0,169.0,0.0,354.0,354.0,352.98
6,2019-09,Middle College,9,34.0,1.0,4.0,13.0,26.0,0.0,39.0,39.0,39.0
7,2019-09,Middle College,10,2.0,0.0,1.0,1.0,2.0,0.0,3.0,3.0,3.0
8,2019-09,Middle College,11,8.0,1.0,3.0,5.0,6.0,0.0,11.0,11.0,10.68
9,2019-09,Middle College,12,10.0,1.0,6.0,4.0,12.0,0.0,16.0,16.0,10.96
5,2019-09,Montlake,State FDK,37.0,1.0,4.0,20.0,22.0,0.0,42.0,42.0,42.0
6,2019-09,Montlake,1,43.0,1.0,1.0,16.0,29.0,0.0,45.0,45.0,45.0
7,2019-09,Montlake,2,41.0,1.0,6.0,25.0,23.0,0.0,48.0,48.0,48.0
8,2019-09,Montlake,3,34.0,1.0,4.0,28.0,11.0,0.0,39.0,39.0,39.0
9,2019-09,Montlake,4,32.0,1.0,5.0,22.0,16.0,0.0,38.0,38.0,38.0
10,2019-09,Montlake,5,32.0,1.0,7.0,22.0,17.0,0.0,39.0,39.0,39.0
6,2019-09,NOVA,9,20.0,0.0,10.0,11.0,18.0,1.0,30.0,30.0,30.0
7,2019-09,NOVA,10,41.0,1.0,18.0,29.0,29.0,1.0,59.0,59.0,59.0
8,2019-09,NOVA,11,35.0,0.0,14.0,20.0,29.0,0.0,49.0,49.0,49.0
9,2019-09,NOVA,12,57.0,0.0,19.0,34.0,40.0,2.0,76.0,76.0,76.0
6,2019-09,Nathan Hale,9,227.0,24.0,30.0,151.0,125.0,1.0,277.0,277.0,275.75
7,2019-09,Nathan Hale,10,246.0,28.0,42.0,165.0,143.0,1.0,309.0,309.0,306.75
8,2019-09,Nathan Hale,11,228.0,26.0,50.0,149.0,144.0,0.0,293.0,266.0,247.51
9,2019-09,Nathan Hale,12,223.0,21.0,44.0,155.0,129.0,0.0,284.0,241.0,208.29
4,2019-09,Non-Public Agencies,Preschool,1.0,0.0,4.0,1.0,4.0,0.0,5.0,0.0,0.0
6,2019-09,Non-Public Agencies,2 3,1.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0
7,2019-09,Non-Public Agencies,4 5,0.0,0.0,3.0,1.0,2.0,0.0,3.0,3.0,3.0
8,2019-09,Non-Public Agencies,6,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
9,2019-09,Non-Public Agencies,7,0.0,0.0,5.0,4.0,1.0,0.0,5.0,5.0,5.0
10,2019-09,Non-Public Agencies,8,0.0,0.0,7.0,5.0,2.0,0.0,7.0,7.0,7.0
11,2019-09,Non-Public Agencies,9,0.0,1.0,8.0,6.0,2.0,0.0,8.0,8.0,8.0
12,2019-09,Non-Public Agencies,10,0.0,0.0,4.0,3.0,1.0,0.0,4.0,4.0,4.0
13,2019-09,Non-Public Agencies,11,0.0,0.0,3.0,1.0,2.0,0.0,3.0,3.0,3.0
14,2019-09,Non-Public Agencies,12,0.0,0.0,3.0,2.0,1.0,0.0,3.0,3.0,3.0
4,2019-09,North Beach,Preschool,3.0,0.0,8.0,7.0,4.0,0.0,11.0,0.0,0.0
5,2019-09,North Beach,State FDK,56.0,2.0,8.0,33.0,32.0,0.0,65.0,65.0,65.0
6,2019-09,North Beach,1,75.0,6.0,7.0,42.0,44.0,0.0,86.0,86.0,86.0
7,2019-09,North Beach,2,55.0,3.0,9.0,31.0,35.0,0.0,66.0,66.0,66.0
8,2019-09,North Beach,3,39.0,0.0,19.0,38.0,20.0,0.0,58.0,58.0,58.0
9,2019-09,North Beach,4,41.0,3.0,10.0,25.0,26.0,0.0,51.0,51.0,51.0
10,2019-09,North Beach,5,51.0,3.0,12.0,36.0,29.0,0.0,65.0,65.0,65.0
4,2019-09,Northgate,Preschool,31.0,0.0,0.0,16.0,15.0,0.0,31.0,0.0,0.0
5,2019-09,Northgate,State FDK,31.0,5.0,4.0,18.0,20.0,0.0,38.0,38.0,38.0
6,2019-09,Northgate,1,15.0,15.0,4.0,14.0,18.0,0.0,32.0,32.0,32.0
7,2019-09,Northgate,2,21.0,13.0,5.0,14.0,24.0,0.0,38.0,38.0,38.0
8,2019-09,Northgate,3,24.0,10.0,6.0,14.0,24.0,0.0,38.0,38.0,38.0
9,2019-09,Northgate,4,22.0,7.0,8.0,18.0,18.0,0.0,36.0,36.0,36.0
10,2019-09,Northgate,5,17.0,11.0,10.0,17.0,16.0,0.0,33.0,33.0,33.0
5,2019-09,ORCA K-8,State FDK,48.0,4.0,1.0,28.0,24.0,0.0,52.0,52.0,52.0
6,2019-09,ORCA K-8,1,46.0,1.0,1.0,24.0,24.0,0.0,48.0,48.0,48.0
7,2019-09,ORCA K-8,2,40.0,7.0,4.0,24.0,26.0,0.0,50.0,50.0,50.0
8,2019-09,ORCA K-8,3,41.0,3.0,4.0,32.0,15.0,0.0,47.0,47.0,47.0
9,2019-09,ORCA K-8,4,43.0,4.0,5.0,24.0,28.0,0.0,52.0,52.0,52.0
10,2019-09,ORCA K-8,5,37.0,3.0,6.0,21.0,24.0,0.0,45.0,45.0,45.0
11,2019-09,ORCA K-8,6,21.0,2.0,9.0,14.0,18.0,0.0,32.0,32.0,32.0
12,2019-09,ORCA K-8,7,27.0,0.0,4.0,13.0,18.0,0.0,31.0,31.0,30.7
13,2019-09,ORCA K-8,8,24.0,4.0,3.0,15.0,15.0,0.0,30.0,30.0,29.71
4,2019-09,Olympic Hills,Preschool,52.0,0.0,1.0,24.0,29.0,0.0,53.0,0.0,0.0
5,2019-09,Olympic Hills,State FDK,62.0,17.0,12.0,51.0,38.0,1.0,90.0,90.0,90.0
6,2019-09,Olympic Hills,1,41.0,27.0,9.0,39.0,35.0,0.0,74.0,74.0,74.0
7,2019-09,Olympic Hills,2,40.0,26.0,13.0,38.0,37.0,0.0,75.0,75.0,75.0
8,2019-09,Olympic Hills,3,41.0,28.0,20.0,51.0,33.0,0.0,84.0,84.0,84.0
9,2019-09,Olympic Hills,4,37.0,18.0,11.0,30.0,34.0,0.0,64.0,64.0,64.0
10,2019-09,Olympic Hills,5,30.0,9.0,13.0,22.0,27.0,0.0,49.0,49.0,49.0
5,2019-09,Olympic View,State FDK,72.0,13.0,4.0,43.0,44.0,1.0,88.0,88.0,88.0
6,2019-09,Olympic View,1,50.0,16.0,6.0,37.0,34.0,0.0,71.0,71.0,71.0
7,2019-09,Olympic View,2,47.0,19.0,4.0,37.0,31.0,0.0,68.0,68.0,68.0
8,2019-09,Olympic View,3,51.0,14.0,15.0,35.0,42.0,0.0,77.0,77.0,77.0
9,2019-09,Olympic View,4,48.0,12.0,9.0,34.0,32.0,0.0,66.0,66.0,66.0
10,2019-09,Olympic View,5,60.0,9.0,12.0,30.0,50.0,0.0,80.0,80.0,80.0
5,2019-09,Pathfinder K-8,State FDK,49.0,1.0,2.0,28.0,24.0,0.0,52.0,52.0,52.0
6,2019-09,Pathfinder K-8,1,47.0,0.0,3.0,24.0,26.0,0.0,50.0,50.0,50.0
7,2019-09,Pathfinder K-8,2,44.0,0.0,8.0,22.0,30.0,0.0,52.0,52.0,52.0
8,2019-09,Pathfinder K-8,3,43.0,1.0,9.0,26.0,26.0,0.0,52.0,52.0,52.0
9,2019-09,Pathfinder K-8,4,43.0,0.0,12.0,20.0,35.0,0.0,55.0,55.0,55.0
10,2019-09,Pathfinder K-8,5,41.0,0.0,15.0,26.0,30.0,0.0,56.0,56.0,56.0
11,2019-09,Pathfinder K-8,6,37.0,0.0,18.0,26.0,29.0,0.0,55.0,55.0,55.0
12,2019-09,Pathfinder K-8,7,42.0,1.0,17.0,33.0,26.0,0.0,59.0,59.0,55.21
13,2019-09,Pathfinder K-8,8,41.0,0.0,15.0,27.0,29.0,0.0,56.0,56.0,54.16
5,2019-09,Queen Anne,State FDK,37.0,1.0,0.0,20.0,18.0,0.0,38.0,38.0,38.0
6,2019-09,Queen Anne,1,40.0,5.0,4.0,24.0,25.0,0.0,49.0,49.0,49.0
7,2019-09,Queen Anne,2,36.0,1.0,2.0,14.0,25.0,0.0,39.0,39.0,39.0
8,2019-09,Queen Anne,3,21.0,0.0,5.0,16.0,10.0,0.0,26.0,26.0,26.0
9,2019-09,Queen Anne,4,38.0,3.0,6.0,27.0,19.0,0.0,46.0,46.0,46.0
10,2019-09,Queen Anne,5,21.0,0.0,5.0,14.0,12.0,0.0,26.0,26.0,26.0
6,2019-09,Rainier Beach,9,119.0,51.0,33.0,102.0,90.0,1.0,193.0,193.0,193.0
7,2019-09,Rainier Beach,10,116.0,51.0,40.0,112.0,80.0,0.0,192.0,192.0,191.92
8,2019-09,Rainier Beach,11,116.0,52.0,34.0,105.0,83.0,0.0,188.0,177.0,150.24
9,2019-09,Rainier Beach,12,120.0,43.0,20.0,86.0,91.0,0.0,177.0,162.0,123.65
5,2019-09,Rainier View,State FDK,22.0,9.0,2.0,18.0,15.0,0.0,33.0,33.0,33.0
6,2019-09,Rainier View,1,31.0,10.0,2.0,29.0,14.0,0.0,43.0,43.0,43.0
7,2019-09,Rainier View,2,26.0,16.0,4.0,20.0,25.0,0.0,45.0,45.0,45.0
8,2019-09,Rainier View,3,27.0,10.0,2.0,25.0,14.0,0.0,39.0,39.0,39.0
9,2019-09,Rainier View,4,26.0,5.0,4.0,17.0,17.0,0.0,34.0,34.0,34.0
10,2019-09,Rainier View,5,31.0,4.0,3.0,20.0,17.0,0.0,37.0,37.0,37.0
5,2019-09,Res Consortium,State FDK,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
6,2019-09,Res Consortium,1,1.0,0.0,2.0,3.0,0.0,0.0,3.0,3.0,3.0
7,2019-09,Res Consortium,2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
8,2019-09,Res Consortium,3,0.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0
9,2019-09,Res Consortium,4,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0
10,2019-09,Res Consortium,5,1.0,0.0,6.0,4.0,3.0,0.0,7.0,7.0,7.0
11,2019-09,Res Consortium,6,0.0,1.0,3.0,1.0,2.0,0.0,3.0,3.0,3.0
12,2019-09,Res Consortium,7,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
13,2019-09,Res Consortium,8,0.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0
14,2019-09,Res Consortium,9,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
6,2019-09,Robert Eagle Staff,4 5 6,201.0,19.0,30.0,118.0,123.0,0.0,241.0,241.0,241.0
7,2019-09,Robert Eagle Staff,7,243.0,15.0,56.0,178.0,130.0,0.0,308.0,308.0,308.0
8,2019-09,Robert Eagle Staff,8,210.0,19.0,39.0,123.0,139.0,0.0,262.0,262.0,261.11
6,2019-09,Roosevelt,9,369.0,4.0,44.0,223.0,193.0,0.0,416.0,416.0,415.47
7,2019-09,Roosevelt,10,382.0,8.0,38.0,219.0,202.0,1.0,422.0,422.0,421.18
8,2019-09,Roosevelt,11,491.0,5.0,31.0,269.0,257.0,0.0,526.0,504.0,465.34
9,2019-09,Roosevelt,12,412.0,11.0,36.0,217.0,237.0,0.0,454.0,408.0,360.7
4,2019-09,Roxhill,Preschool,49.0,0.0,0.0,20.0,29.0,0.0,49.0,0.0,0.0
5,2019-09,Roxhill,State FDK,31.0,10.0,2.0,17.0,26.0,0.0,43.0,43.0,43.0
6,2019-09,Roxhill,1,22.0,14.0,7.0,17.0,22.0,0.0,39.0,39.0,39.0
7,2019-09,Roxhill,2,22.0,9.0,3.0,13.0,20.0,0.0,33.0,33.0,33.0
8,2019-09,Roxhill,3,35.0,9.0,11.0,27.0,24.0,0.0,51.0,51.0,51.0
9,2019-09,Roxhill,4,23.0,9.0,3.0,14.0,20.0,0.0,34.0,34.0,34.0
10,2019-09,Roxhill,5,28.0,5.0,10.0,24.0,18.0,0.0,42.0,42.0,42.0
4,2019-09,Sacajawea,Preschool,5.0,0.0,22.0,22.0,5.0,0.0,27.0,0.0,0.0
5,2019-09,Sacajawea,State FDK,34.0,2.0,8.0,27.0,17.0,0.0,44.0,44.0,44.0
6,2019-09,Sacajawea,1,32.0,8.0,4.0,21.0,23.0,0.0,44.0,44.0,44.0
7,2019-09,Sacajawea,2,30.0,3.0,5.0,18.0,20.0,0.0,38.0,38.0,38.0
8,2019-09,Sacajawea,3,19.0,2.0,9.0,16.0,14.0,0.0,30.0,30.0,30.0
9,2019-09,Sacajawea,4,21.0,1.0,12.0,17.0,17.0,0.0,34.0,34.0,34.0
10,2019-09,Sacajawea,5,23.0,6.0,10.0,16.0,20.0,0.0,36.0,36.0,36.0
5,2019-09,Salmon Bay K-8,State FDK,49.0,0.0,2.0,32.0,19.0,0.0,51.0,51.0,51.0
6,2019-09,Salmon Bay K-8,1,46.0,5.0,1.0,27.0,25.0,0.0,52.0,52.0,52.0
7,2019-09,Salmon Bay K-8,2,39.0,1.0,13.0,30.0,23.0,0.0,53.0,53.0,53.0
8,2019-09,Salmon Bay K-8,3,45.0,3.0,7.0,23.0,30.0,0.0,53.0,53.0,53.0
9,2019-09,Salmon Bay K-8,4,42.0,0.0,14.0,29.0,27.0,0.0,56.0,56.0,56.0
10,2019-09,Salmon Bay K-8,5,38.0,0.0,20.0,32.0,26.0,0.0,58.0,58.0,58.0
11,2019-09,Salmon Bay K-8,6,89.0,1.0,30.0,70.0,49.0,0.0,119.0,119.0,119.0
12,2019-09,Salmon Bay K-8,7,83.0,1.0,28.0,60.0,51.0,0.0,111.0,111.0,111.0
13,2019-09,Salmon Bay K-8,8,86.0,0.0,32.0,55.0,63.0,0.0,118.0,118.0,117.89
4,2019-09,Sand Point,Preschool,20.0,0.0,9.0,12.0,17.0,0.0,29.0,0.0,0.0
5,2019-09,Sand Point,State FDK,28.0,2.0,3.0,18.0,15.0,0.0,33.0,33.0,33.0
6,2019-09,Sand Point,1,17.0,3.0,6.0,14.0,12.0,0.0,26.0,26.0,26.0
7,2019-09,Sand Point,2,21.0,9.0,3.0,22.0,10.0,0.0,32.0,32.0,32.0
